Name,HomePage URL,LinkedIn Page,Founders,Category,Country,,
Adelphic,http://www.adelphic.com,,"Changfeng Wang, Jennifer Lum","Advertising, Optimization, Media, Mobile",USA,,
AppsFlyer,http://www.appsflyer.com,http://www.linkedin.com/company/2233984,"Reshef Mann, Oren Kaniel","Android, iOS, Sales and Marketing, Apps, App Stores, Advertising, Mobile",ISR,,
Mirakl,http://www.mirakl.com,,"Philippe Corrot, Adrien Nussenbaum",Software,FRA,,
TripleLift,http://www.triplelift.com,http://www.linkedin.com/company/triplelift,"Shaun Zacharia, Ari Lewine, Eric Berry",Advertising,USA,,
SocialChorus,http://www.socialchorus.com,http://www.linkedin.com/company/socialchorus,"John Eaton, Nicole Alvino, Jonathan Cohen, Greg Shove",Software,USA,,
Who What Wear,http://www.whowhatwear.com,https://www.linkedin.com/pub/whowhatwear-whowhatwear/14/a15/719,"Katherine Power, Hillary Kerr",Fashion,USA,,
GeneWEAVE,http://www.geneweave.com,http://www.linkedin.com/company/geneweave-biosciences,"Jason Springs, Diego Rey",Biotechnology,USA,,
Lightwire,http://lightwire.com,,Kal Shastri,Enterprise Software,USA,,
"Lumesis, Inc.",http://www.lumesis.com,http://www.linkedin.com/company/lumesis-llc,"Timothy J. Stevens, Gregg L. Bienstock",Analytics,USA,,
DigitalOcean,http://www.digitalocean.com,http://www.linkedin.com/company/digitalocean,"Mitch Wainer, Jeff Carr, Ben Uretsky, Alec Hartman, Moisey Uretsky","Networking, Web Hosting, Finance, Virtualization, Cloud Computing",USA,,
TheySay,http://www.theysayanalytics.com,,,Analytics,GBR,,
RAPT Touch,http://www.rapttouch.com,http://www.linkedin.com/company/rapt-touch,"Gerry Giblin, Owen Drumm","Manufacturing, Tablets, Semiconductors",IRL,,
Qyuki,http://www.qyuki.com,,"A. R. Rahman, Shekhar Kapur","Curated Web, Collaboration, Creative, Music",IND,,
Zscaler,http://www.zscaler.com,http://www.linkedin.com/company/zscaler-inc.,Jay Chaudhry,"Data Security, Email, Cloud Security, Cloud Computing, Security, Internet, Mobile",USA,,
Peatix,http://peatix.com,http://www.linkedin.com/company/peatix,"Yuji Fujita, Naofumi Iwai, Emi Takemura, Taku Harada",E-Commerce,USA,,
NeuroMetrix,http://www.neurometrix.com,http://www.linkedin.com/company/neurometrix,,Health Care,USA,,
Synchroneuron,http://synchroneuron.com,,"Kei-Lai L. Fong, Barry S. Fogel, William D Kerns, Marc R. Cote",Biotechnology,USA,,
StarMaker Interactive,http://starmakerstudios.com,http://www.linkedin.com/in/jeffreyhdaniel,"Nathan Sedlander, Jeff Daniel","Video Streaming, Video, Mobile",USA,,
Implandata Ophthalmic Products,http://implandata.com,,"Stefan Meyer, Max Ostermeier",Health Care,DEU,,
MOGL,http://mogl.com,,"Jarrod Cuzens, Jeff Federman, Jon Carder",Hospitality,USA,,
Xagenic,http://www.xagenic.com,https://www.linkedin.com/company/xagenic-inc.,Shana Kelley,"Health Diagnostics, Biotechnology",CAN,,
Lookingglass Cyber Solutions,http://www.lgscout.com,https://www.linkedin.com/company/lookingglass-cyber-solutions-llc,"Kenneth Hoxworth, Brian Garmey",Security,USA,,
Signal360 (formerly Sonic Notify),http://www.sonicnotify.com,,Alex Bell,"FinTech, Content, Broadcasting, Advertising, Web CMS, Finance, Audio, Software",USA,,
Zipscene,http://www.zipscene.com,http://www.linkedin.com/company/zipscene,"Jaydev Karande, Sameer Mungur","Tablets, Restaurants, Sales and Marketing, Advertising, Internet, Mobile, Social Media",USA,,
"Yaga, Inc.",http://www.yaga.com,,Vijay Vaidyanathan,Emerging Markets,USA,,
Cadence Biomedical,http://cadencebiomedical.com,https://www.linkedin.com/company/cadence-biomedical,Jason Schoen,Biotechnology,USA,,
GeneCentric Diagnostics,http://www.genecentric.com,http://www.linkedin.com/company/3254006,Myla Lai-Goldman,"Health Diagnostics, Biotechnology",USA,,
Vitae Pharmaceuticals,http://www.vitaepharma.com,,John J. Baldwin,"Health Care Information Technology, Testing, Bio-Pharm, Social Innovation, Clinical Trials",USA,,
trippiece,http://trippiece.com,,Ian Ishida,"Curated Web, Travel, Social Travel, Social Media, Mobile, Media",JPN,,
Varentec,http://www.varentec.com,,"Mehrdad Hamadani, Andrew Dillon, Deepak Divan",Clean Technology,USA,,
Vidder,http://www.vidder.com,http://www.linkedin.com/company/vidder,Junaid Islam,"Data Security, Security",USA,,
CrystalGenomics,http://www.cgxinc.com,,"Seonggu Ro, Joong Myung Cho",Biotechnology,USA,,
Evmanya.com,http://www.evmanya.com,http://www.linkedin.com/company/evmanya.com,Asl\u0131 G\xf6kdere,E-Commerce,TUR,,
Yamsafer,http://www.yamsafer.me,https://www.linkedin.com/company/yamsafer,"Sameh Alfar, Seri Abdelhadi, Faris Zaher","Hospitality, Travel, Hotels, E-Commerce",PRT,,
Takeaway.com,http://takeaway.com,http://www.linkedin.com/company/takeaway.com,Jitse Groen,"Delivery, Hospitality",GBR,,
"Ariosa Diagnostics, Inc.",http://www.ariosadx.com,http://www.linkedin.com/company/1138294,Ken Song,"Health Diagnostics, Biotechnology",USA,,
Tictail,http://www.tictail.com,http://www.linkedin.com/company/tictail,"Birk Nilson, Kaj Drobin, Carl Waldekranz, Siavash Ghorbani",Curated Web,USA,,
Spoqa,http://dodopoint.com,,"Jaeseok Kim, Richard Choi",Advertising,KOR,,
Blend Therapeutics,http://www.blendtx.com,,"Stephen J. Lippard, Omid Farokhzad, Robert S. Langer","Health Diagnostics, Healthcare Services, Nanotechnology, Medical, Therapeutics",USA,,
Timehop,http://timehop.com,http://www.linkedin.com/company/timehop,"Jonathan Wegener, Benny Wong","Finance, Photography",USA,,
Clearside Biomedical,http://www.clearsidebio.com,,"Mark Prausnitz, Henry F. Edelhauser",Biotechnology,USA,,
NeuroGenetic Pharmaceuticals,http://www.neurogeneticpharmaceuticals.com,,"Steven Wagner, Rudy Tanzi, William T. Comer",Biotechnology,USA,,
Distil Networks,http://www.distilnetworks.com,http://www.linkedin.com/company/distil,"Engin Akyol, Andrew Stein, Sean Harmer, Rami Essaid","Advertising, SEO, Content Delivery, Cloud Computing, Security, E-Commerce, Digital Media",USA,,
SendHub,http://sendhub.com,http://www.linkedin.com/company/sendhub,"John Fallone, Ryan Pfeffer, Garrett Johnson, Ash Rust","VoIP, Messaging, SMS, Audio, Communications Hardware, Business Services, Mobile, Enterprise Software",USA,,
Tactus Technology,http://www.tactustechnology.com,http://www.linkedin.com/company/tactus-technology,"Micah Yairi, Craig Ciesla",Human Computer Interaction,USA,,
Aushon BioSystems,http://www.aushon.com,,Peter Honkanen,Biotechnology,USA,,
Treasury Intelligence Solutions,http://www.tis.biz,http://www.linkedin.com/company/treasury-intelligence-solutions-gmbh,,"Big Data, Cloud Computing, Business Intelligence, Payments, Software, SaaS, Enterprise Software",DEU,,
Montage,http://montagetalent.com,http://www.linkedin.com/company/montage-talent,,Enterprise Software,USA,,
ImmusanT,http://www.immusant.com,http://www.linkedin.com/company/immusant-inc.,Leslie Williams,"Health Diagnostics, Biotechnology",USA,,
BrightFarms,http://brightfarms.com,http://www.linkedin.com/company/brightfarms,Ted Caplow,"Organic Food, Clean Technology",USA,,
Xeris Pharmaceuticals,http://xerispharma.com,https://www.linkedin.com/company/xeris-pharmaceuticals,John Kinzell,Biotechnology,USA,,
littleBits Electronics,http://littleBits.cc,http://www.linkedin.com/company/littlebits,Ayah Bdeir,"Open Source, Education, Rapidly Expanding, Electronics, Hardware + Software",USA,,
Vascular Dynamics,http://vasculardynamics.com,https://www.linkedin.com/company/vascular-dynamics,,Hardware + Software,USA,,
LightCyber,http://www.lightcyber.com,http://www.linkedin.com/company/2616311,"Michael Mumcuogl, Giora Engel",Security,ISR,,
OrthoAccel Technologies,http://www.acceledent.com/home,http://www.linkedin.com/company/orthoaccel-technologies-inc.,,"Manufacturing, Medical",USA,,
RaNA Therapeutics,http://ranarx.com,https://www.linkedin.com/company/rana-therapeutics,Ankit Mahadevia,Biotechnology,USA,,
Evariant,http://www.evariant.com,http://www.linkedin.com/company/evariant,"A. Robert Grant, William Moschella, Ryan Hubbard","Hospitals, Business Services, Medical, Health Care",USA,,
IFTTT,https://ifttt.com/,http://www.linkedin.com/company/ifttt,"Linden Tibbets, Alexander Tibbets","Curated Web, Productivity Software, Mobile, Consumer Internet",USA,,
Scripted.com,http://www.scripted.com,http://www.linkedin.com/company/scripted-com,"Sunil Rajaraman, Ryan Buckley","Freelancers, Marketplaces, Crowdsourcing, E-Commerce",USA,,
Brit + Co,http://www.brit.co,https://www.linkedin.com/company/brit-co-,Brit Morin,"Education, Media, E-Commerce",USA,,
Allena Pharmaceuticals,http://www.allenapharma.com,,"Robert Gallotto, Alexey Margolin",Biotechnology,USA,,
Zooz Mobile Ltd.,http://www.zooz.com,http://www.linkedin.com/company/2371919,"Ronen Morecki, Oren Levy","Startups, Developer APIs, Venture Capital, Payments, E-Commerce",ISR,,
Feedzai,http://www.feedzai.com,https://www.linkedin.com/company/feedzai,"Pedro Bizarro, Paulo Marques, Nuno Sebasti\xe3o",Software,USA,,
Animoca,http://www.animoca.com,,Yat Si,Games,,,
Quantopian,http://www.quantopian.com,http://www.linkedin.com/company/quantopian,"Jean Bredeche, John Fawcett",Curated Web,USA,,
Lovely,http://livelovely.com,http://www.linkedin.com/company/lovely-inc,"Leslie Chicoine, Doug Wormhoudt, Blake Pierson",Real Estate,USA,,
Pantheon,https://pantheon.io,http://www.linkedin.com/company/2198587,"David Timothy Strauss, Matt Cheney, Josh Koenig, Zack Rosen","Content, Web CMS, Web Development, Enterprise Software",USA,,
OrderWithMe,http://www.orderwithme.com,https://www.linkedin.com/company/orderwithme,"Danielle Jenkins, Andre Gao, Jonathan Jenkins","Finance Technology, Software",USA,,
Rootstock Software,http://www.rootstock.com/,http://www.linkedin.com/company/rootstock-software,Pat Garrehy,Software,GBR,,
TravelTriangle,http://traveltriangle.com,http://www.linkedin.com/company/1349072,"Prabhat Gupta, Sanchit Garg, Sankalp Agarwal","Travel & Tourism, Travel, E-Commerce, Personalization, Local Based Services",USA,,
meQuilibrium,http://www.mequilibrium.com,http://www.linkedin.com/company/mequilibrium,Janesse Thaw Bruce,Health and Wellness,USA,,
SHOP.CA,http://shop.ca,http://www.linkedin.com/company/shop-ca,"Trevor Newell, Drew Green","Marketplaces, E-Commerce",CAN,,
Infrascale,http://www.infrascale.com,http://www.linkedin.com/company/infrascale,Ken Shaw,"Cloud Management, Network Security, Homeland Security, Storage, Cloud Computing, Security, Software, Enterprise Software",USA,,
Finestrella,http://www.finestrella.com,,,Finance,MEX,,
ChatID,http://www.chatid.com,http://www.linkedin.com/company/chatid,Dan Herman,Mobile,USA,,
MTPV,http://www.mtpv.com,,"David Mather, Bob DiMatteo",Clean Technology,USA,,
Teamo.ru,http://www.teamo.ru,,Andrey Burin,Curated Web,RUS,,
CardiOx,http://cardiox.com,,,Biotechnology,USA,,
SmartRecruiters,http://www.smartrecruiters.com,http://www.linkedin.com/company/smartrecruiters,Jerome Ternynck,"Recruiting, Software",USA,,
Tonara,http://www.tonara.com,,"Evgeni Begelfor, Yair Lavi",Music,ISR,,
Applicaster,http://www.applicaster.com,http://www.linkedin.com/company/applicaster-ltd,"Neer Friedman, jonathan Laor","Video on Demand, Video Streaming, Social Television",ISR,,
Akosha,http://www.akosha.com,http://www.linkedin.com/company/akosha,"Avinash Vankadar, Vishal Pal Chaudhary, Ankur Singla","Enterprise Software, Digital Media, Mobile, Consumer Internet",IND,,
Booktrack,http://www.booktrack.com,http://www.linkedin.com/company/booktrack,"Mark Cameron, Paul Cameron","EdTech, Education, Entertainment, Software, Textbooks, Technology",USA,,
GreyOrange,http://www.greyorange.com/,https://www.linkedin.com/company/gogreyorange,"Wolfgang Hoeltgen, Akash Gupta, Samay Kohli","Logistics, Industrial Automation, Robotics, High Tech",IND,,
Cleveland HeartLab,http://www.clevelandheartlab.com,http://www.linkedin.com/company/cleveland-heartlab-inc-,Marc Penn,Biotechnology,USA,,
PhishMe,http://www.phishme.com,http://www.linkedin.com/company/phishme-inc-,"Aaron Higbee, Rohyt Belani","Enterprise Security, Information Security, Cyber Security, Enterprise Software",USA,,
Taptera,http://www.taptera.com,http://www.linkedin.com/company/taptera-inc-,"u""Chris OConnor"", Dan McCall, u""Chris OConnor""","iOS, Home & Garden, Enterprises, iPhone, iPad, Events, Enterprise Software",USA,,
flaregames,http://flaregames.com,,"Matthias Schindler, Klaas Kersting, Georg Broxtermann","Mobile Games, Games",DEU,,
Second Genome,http://www.secondgenome.com,,"Todd DeSantis, Janet A. Warrington","Health Diagnostics, Biotechnology",USA,,
Acutus Medical,http://www.acutusmedical.com,http://www.linkedin.com/company/acutus-medical-inc-,Randy Werneth,Biotechnology,USA,,
OneAssist,http://oneassist.in,,"Subrat Pani, Gagan Maini","Security, SaaS",IND,,
EyeEm,http://www.eyeem.com,http://www.linkedin.com/company/eyeem,"Gen Sadakane, Lorenz Aschoff, Florian Meissner, Ramzi Rizk","Reviews and Recommendations, Android, Visual Search, Apps, iPhone, Photo Sharing, Photography",DEU,,
Vaxxas,http://www.vaxxas.com,,,Biotechnology,AUS,,
Urjanet,http://urjanet.com,http://www.linkedin.com/company/urjanet-inc,Sanjoy Malik,Enterprise Software,USA,,
8 Securities,http://www.8securities.com,http://www.linkedin.com/company/1385975,"Mathias Helle, Mikaal Abdulla","FinTech, Finance Technology, Wealth Management, Personal Finance, Technology, Mobile",HKG,,
Qubit,http://www.qubit.com,http://www.linkedin.com/company/768977,"Daniel Shellard, Emre Baran, Ian McCaig, Graham Cooke","Big Data, Sales and Marketing, Publishing, Advertising, Analytics, E-Commerce, Data Mining, Internet",GBR,,
EAT Club,http://www.myeatclub.com,,"Rodrigo Santibanez, Kevin Yang","Hospitality, E-Commerce",USA,,
Zawatt,http://zawatt.com,,"Daisaku Harada, Tatsuya Yamamoto, Nobuaki Suzuki","Advertising, Social Media",JPN,,
YouNow,http://www.younow.com/about,https://www.linkedin.com/company/younow,Adi Sideman,"Video Streaming, Broadcasting, Social Media, Games",USA,,
"Nagisa,inc.",http://nagisa-inc.jp,,Yoshiyuki Yokoyama,Mobile,JPN,,
Autopilot (formerly Bislr),http://www.autopilothq.com,https://www.linkedin.com/company/autopilot-hq,"Peter Sharkey, Chris Sharkey, Michael Sharkey","Small and Medium Businesses, Sales and Marketing, Lead Management, SaaS",USA,,
Kantox,http://www.kantox.com,http://www.linkedin.com/company/kantox,"Antonio Rami, Philippe Gelis","FinTech, Finance Technology, B2B, Small and Medium Businesses, Financial Services, Enterprise Software",GBR,,
VCNC,http://www.vcnc.co.kr,http://www.linkedin.com/company/2501234,"Lako Cho, KJ Woo","SNS, Software, Mobile",KOR,,
Oxford Photovoltaics,http://www.oxfordpv.com,http://www.linkedin.com/company/oxford-photovoltaics-ltd,,Clean Technology,GBR,,
Vserv,http://vserv.com,http://www.linkedin.com/company/vserv-mobi,"Ashay Padwal, Dippak Khurana","Big Data, Emerging Markets, Advertising, Mobile Advertising",IND,,
Rapt Media,http://www.raptmedia.com,http://www.linkedin.com/company/raptmedia,"Erika Trautman, Cameron McCaddon","FinTech, Finance, Advertising, Mobile Video, Video, Enterprise Software",USA,,
FullContact,https://fullcontact.com,http://www.linkedin.com/company/fullcontact-inc-,"Bart Lorang, Dan Lynn, Travis Todd","Search, Contact Management, Developer APIs, Databases, Enterprise Software",USA,,
JOOR,http://jooraccess.com,,Mona Bijoor,Fashion,USA,,
Intervention Insights,http://www.interventioninsights.com,https://www.linkedin.com/company/771209,Jerry Callahan,Health Care,USA,,
MoboTap,http://www.mobotap.com,,Yongzhi Yang,"Cloud Computing, Mobile",USA,,
Wandoujia,http://www.wandoujia.com,http://www.linkedin.com/company/1728306,"Jack Feng, Junyu Wang","Android, App Stores, Apps, Mobile",CHN,,
SoHalo,http://www.sohalo.com,http://www.linkedin.com/company/sohalo,"Jay Weber, Charles Dowd, Michael Geraghty","Incentives, CRM, SEO, Sales and Marketing, Software, Retail, Social Media, Facebook Applications",,,
Skylight Healthcare Systems,http://www.skylight.com,http://www.linkedin.com/company/skylight-healthcare-systems,,Health and Wellness,USA,,
Pocket,http://getpocket.com,,Nate Weiner,"Curated Web, Productivity Software, Web Tools, Browser Extensions, Web Browsers",USA,,
Gridco,http://www.gridcosystems.com,http://www.linkedin.com/company/gridco-systems,Naimish Patel,Clean Technology,USA,,
Monteris Medical,http://www.monteris.com,http://www.linkedin.com/company/monteris-medical,Mark G. Torchia,"Medical Devices, Health Care",USA,,
Swrve,http://www.swrve.com,http://www.linkedin.com/company/swrve,"Steven Collins, Hugh Reynolds","Marketing Automation, Predictive Analytics, Advertising, Internet, Mobile, Social Media",USA,,
Luxury Retreats,http://www.luxuryretreats.com,http://www.linkedin.com/company/luxury-retreats,Joe Poulin,"Travel, Vacation Rentals",CAN,,
Mapbox,http://www.mapbox.com,http://www.linkedin.com/company/mapbox,Eric Gundersen,"Open Source, Design, Maps, Geospatial, Enterprise Software",USA,,
Scanadu,http://www.scanadu.com,,"Sam De Brouwer, Misha Chellam, Walter De Brouwer","Mobile Health, Medical, Health Care",USA,,
AeroFS,http://www.aerofs.com,,"Yuri Sagalov, Weihan Wang","Cloud Computing, Storage, Enterprise Software",USA,,
Qvidian,http://www.qvidian.com,http://www.linkedin.com/company/qvidian,,"Software, Sales Automation",USA,,
SciFluor Life Sciences,http://www.scifluor.com,https://www.linkedin.com/company/scifluor-life-sciences-llc,"Takeru Furuya, Tobias Ritter",Biotechnology,USA,,
Ivantis,http://www.ivantisinc.com,http://www.linkedin.com/company/ivantis-inc,,Health and Wellness,USA,,
Vpon,http://www.vpon.com,,,"Advertising, Mobile",CHN,,
Affle,http://www.affle.com,http://www.linkedin.com/company/affle,"Amit Gupta, Viraj Sinh, Alok Pabalkar, Anurag Singh, Madan Sanglikar, Anuj Khanna Sohum, Anuj Kumar, Saurabh Singh","Mobile Analytics, Social + Mobile + Local, Software, Apps, Advertising, Mobile Advertising, Mobile, Media",SGP,,
Enevo,http://www.enevo.com,http://www.linkedin.com/company/enevo-inc.,,"Fleet Management, Waste Management, Internet of Things, Clean Technology",FIN,,
Aegis Mobility,http://www.aegismobility.com,http://www.linkedin.com/company/aegis-mobility-inc,Steve Williams,Mobile,CAN,,
Milestone Pharmaceuticals,http://www.milestonepharma.com,,,Biotechnology,CAN,,
Estimize,http://estimize.com,http://www.linkedin.com/company/estimize,"Matthew Jording, Leigh Drogen","Finance, Crowdsourcing",USA,,
Tesora,http://www.tesora.com,http://www.linkedin.com/company/parelastic,"Amrith Kumar, Ken Rugg","Cloud Infrastructure, Open Source, Databases, Enterprise Software",USA,,
Surf Air,http://www.surfair.com,http://www.linkedin.com/company/surf-air,"Reed Farnsworth, Scott Craig Porter, Cory Cozzens, Wade Eyerly, David Eyerly","Transportation, Travel",USA,,
Ginger.io,http://ginger.io,http://www.linkedin.com/company/ginger-io,"Karan Singh, u""Ryan OToole"", Anmol Madan, Anmol Madan, Alex Pentland","Big Data, Analytics, Mobile, Health and Wellness",USA,,
Visualase,http://visualaseinc.com,,Ashok Gowda,Biotechnology,USA,,
Service2Media,http://www.service2media.com,http://www.linkedin.com/company/service2media,Peter Broekroelofs,"Tablets, Apps, Enterprise Software, Mobile",USA,,
EverTrue,http://www.evertrue.com/,http://www.linkedin.com/company/evertrue,"Eric Carlstrom, Brent Grinna","Predictive Analytics, Nonprofits, SaaS, Alumni, Mobile",USA,,
Kinvey,http://www.kinvey.com,http://www.linkedin.com/company/kinvey,Sravish Sridhar,"Finance, Enterprise Software",USA,,
First Insight,http://www.firstinsight.com,http://www.linkedin.com/company/212863,Greg Petro,"Predictive Analytics, Software, Analytics, SaaS, Retail",USA,,
Sample6,http://www.sample6.com,http://www.linkedin.com/company/sample6-technologies-inc-,Tanguy Cha,"Health Diagnostics, Biotechnology",USA,,
BenchPrep,http://www.benchprep.com,,"Ujjwal Gupta, Ashish Rangnekar","Android, Colleges, Testing, iPad, iPhone, Certification Test, Education",USA,,
Fingerprint,http://www.fingerprintplay.com,https://www.linkedin.com/company/fingerprint,"Nancy MacIntyre, Daniel Klaus","Education, Online Gaming, Mobile, Games",USA,,
Abcodia,http://abcodia.com,http://www.linkedin.com/company/abcodia-ltd,,Biotechnology,GBR,,
Supercell,http://supercell.com/,https://www.linkedin.com/company/supercell,"Petri Styrman, Lassi Leppinen, Visa Forsten, Niko Derome, Mikko Kodisoja, Ilkka Paananen",Games,FIN,,
Placester,https://placester.com,http://www.linkedin.com/company/placester-inc,"Matt Barba, Matthew Barba, Frederick Townes","Marketing Automation, Lead Management, Lead Generation, Sales Automation, Advertising, Digital Media, Real Estate",USA,,
FinancialForce.com,http://www.financialforce.com,http://www.linkedin.com/company/financialforce.com,Jeremy Roche,"Cloud Computing, Enterprise Resource Planning, Software, Accounting",USA,,
Zanbato,http://zanbato.com,https://www.linkedin.com/company/zanbato,"Daniel Settel, Kevin Leung, RJ Walsh, Nico Sand, Dan Settel, Ryan Orr, Joe Lonsdale","FinTech, Finance",USA,,
Checkpoint Surgical,http://www.checkpointsurgical.com,,,Health Care,USA,,
MoSo,http://www.mosoapp.com,,Shinji Murakoshi,"Manufacturing, Games",CHN,,
WealthForge,http://wealthforge.com,http://www.linkedin.com/company/wealthforge-llc.,"Mat Dellorso, Fred Bryant","FinTech, Finance, Crowdfunding",USA,,
WaterSmart Software,http://www.watersmart.com,http://www.linkedin.com/company/852570,"Rob Steiner, Peter Yolles",Software,USA,,
MasteryConnect,http://masteryconnect.com,http://www.linkedin.com/company/masteryconnect,"Trenton Goble, Doug Weber, Mick Hewitt","High Schools, Skill Assessment, K-12 Education, Education",USA,,
Knoa Software,http://www.knoa.com,http://www.linkedin.com/company/knoa-software,Yee-Ping W,Software,USA,,
Seventh Sense Biosystems,http://www.7sbio.com,,Robert S. Langer,Biotechnology,USA,,
Revolt Technology,http://www.revolttechnology.com,,Trygve Burchardt,Hardware + Software,USA,,
Dashlane,http://www.dashlane.com,http://www.linkedin.com/company/dashlane,"Jean Guillo, Guillaume Maron, Alexis Fogel, Bernard Liautaud","Identity Management, Payments, Privacy, Security, Cloud Computing, Software",USA,,
Navera,http://navera.com,,"Kevin Dunn, Michael Mills",Consulting,USA,,
BaseHealth,http://www.basehealth.com/,https://www.linkedin.com/company/basehealth-inc-,"Karim Pourak, Hossein Fakhrai-Rad","Medical Professionals, Fitness, Health and Wellness, Biotechnology",USA,,
Zurex Pharma,http://www.zurex-pharma.com,,,Health Care,USA,,
Placed,http://www.placed.com,http://www.linkedin.com/company/placed,David Shim,Mobile,USA,,
DesignCrowd,http://www.designcrowd.com,http://www.linkedin.com/company/1109308,,"Marketplaces, Freelancers, Web Design, Design, Crowdsourcing",AUS,,
Vidyard,http://vidyard.com,http://www.linkedin.com/company/2086508,"Devon Galloway, Edward W, Michael Litt","Big Data, Cloud Computing, Sales and Marketing, Analytics, SaaS, Media, Internet Marketing, E-Commerce",USA,,
NoWait,http://nowaitapp.com,http://www.linkedin.com/company/nowait-inc.,"Richard Colvin, James Belt, Luke Panza, Robb Myer",Mobile,USA,,
Juventas Therapeutics,http://www.juventasinc.com,,"Marc Penn, Rahul Aras",Biotechnology,USA,,
Next Step Living,http://nextstepliving.com/,http://www.linkedin.com/company/next-step-living-inc,Geoff Chapin,Clean Technology,USA,,
Zoomin,http://zoomin.com,https://www.linkedin.com/company/494401,"Phiroze Havaldar, Ketan Sanghvi, Sunny Rao, Rohit Regonayak","Curated Web, Photography, E-Commerce",USA,,
Sokrati,http://www.sokrati.com,http://www.linkedin.com/company/296565,"Anubhav Sonthalia, Santosh Gannavarap, Ashish Mehta","Social Media Marketing, Search Marketing, Sales and Marketing, Analytics, Internet Marketing",IND,,
Max-Viz,http://www.max-viz.com,,,Hardware + Software,USA,,
RiskIQ,http://www.riskiq.com,http://www.linkedin.com/company/riskiq_2,"David Pon, Brad Byrd, Chris Kiernan, Elias Manousos","Reputation, Mobile Security, Cyber Security",USA,,
IDINCU,http://www.idincu.com/,,"Lihan Hyun Woo Lee, Kelvin Dongho Kim","Surveys, Customer Service, Market Research, Software",KOR,,
TRACON Pharmaceuticals,http://www.traconpharma.com,http://www.linkedin.com/company/tracon-pharmaceuticals,,Biotechnology,USA,,
NovaMed Pharmaceuticals,http://c1000018659.jobuy.com,,Yibo Shao,Health Care,CHN,,
MovableInk,http://movableink.com,http://www.linkedin.com/company/movable-ink,"Michael Nutt, Vivek Sharma","Real Time, Email Marketing, Sales and Marketing, Email, Advertising",USA,,
OncoPep,http://www.oncopep.com,,Kenneth C. Anderson,Biotechnology,USA,,
ToutApp,http://toutapp.com,http://www.linkedin.com/company/toutapp-inc-,Tawheed Kader,Software,USA,,
Porticor Cloud Security,http://www.porticor.com,http://www.linkedin.com/company/porticor-cloud-security,"Ariel Dan, Yaron Sheffer, Gilad Parann-Nissany","Data Security, Privacy, Cloud Computing, Security",USA,,
VHX,http://vhx.tv/,http://www.linkedin.com/company/vhx,"Casey Pugh, Jamie Wilkinson","File Sharing, Curated Web, Video Streaming, Television, Internet, Video",USA,,
Nexmo,http://www.nexmo.com,http://www.linkedin.com/groups/Nexmo-Network-3866889,"Eric Nadalin, Tony Jamous","Messaging, Developer APIs, SMS, Wholesale, Mobile",USA,,
NSS Labs,http://www.nsslabs.com,http://www.linkedin.com/company/1186465,Bob Walder,"Testing, Network Security, Information Security, Security",USA,,
Magisto,http://www.magisto.com,http://www.linkedin.com/company/2641311,"Alex Rav Acha, Oren Boiman","Android, iOS, Curated Web, iPhone, Apps, Video Editing, Video",USA,,
Bottlenose,http://bottlenose.com,http://www.linkedin.com/company/bottlenose,"Dominiek ter Heide, Nova Spivack","Twitter Applications, Big Data, Real Time, Ediscovery, Web Development, Video Streaming, Search, Analytics",USA,,
Oktogo,http://oktogo.ru,,Artem Zakharov,Hospitality,USA,,
CFEngine,http://www.cfengine.com,http://www.linkedin.com/company/cfengine,"Thomas Ryd, Mark Burgess",Software,USA,,
Cloudability,http://cloudability.com,http://www.linkedin.com/company/cloudability,"Jon Frisby, J.R. Storment, Mat Ellis","Finance, Billing, Cloud Computing, Enterprise Software",USA,,
MedCenterDisplay,http://www.medcenterdisplay.com,http://www.linkedin.com/company/medcenter-display,Gregg Tarquinio,Hardware + Software,USA,,
Moat,http://www.moat.com,,"Noah Goodhart, Michael Walrath, Jonah Goodhart","Creative, Advertising, Search, Displays",USA,,
Yotpo,http://yotpo.com,http://www.linkedin.com/company/yotpo,"Omri Cohen, Tomer Tagrin","Reviews and Recommendations, Social Commerce, E-Commerce",ISR,,
Blab Inc.,http://blabpredicts.com,http://www.linkedin.com/company/1341982,"Joseph Mouhanna, Malcolm MacGregor, Randy Browning, John Kottcamp","Social Media Marketing, Analytics",USA,,
InteraXon,http://interaxon.ca,,Ariel Garten,Hardware + Software,CAN,,
BrightWhistle,http://brightwhistle.com,http://www.linkedin.com/company/brightwhistle,"Chad Mallory, Greg Foster",Advertising,USA,,
CardiaLen,http://cardialen.com,,Randy H. Weiss,Biotechnology,USA,,
Mobiquity,http://mobiquityinc.com,http://www.linkedin.com/company/mobiquity-inc.,"Scott Snyder, Bill Seibel",Mobile,USA,,
Anergis,http://www.anergis.ch,,,Biotechnology,CHE,,
vogogo,http://www.vogogo.com,http://www.linkedin.com/company/vogogo-inc.,,Curated Web,CAN,,
Orphazyme,http://www.orphazyme.com,,,Biotechnology,DNK,,
Influitive,http://www.influitive.com,http://www.linkedin.com/company/influitive,"David Crow, Mark Organ","Marketing Automation, Communities, Social Media Marketing, Social CRM",CAN,,
Astro Gaming,http://www.astrogaming.com/,http://www.linkedin.com/company/258480,"Brett Lovelady, Jordan Reiss","Gamification, Video Games, Game",USA,,
